Time,Source,Destination,Protocol,Length,SequenceID,MessageType
3.837455,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19181,1
3.837660,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19181,9
3.880986,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43841,11
3.881005,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22119,0
3.901477,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19182,1
3.901676,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19182,9
3.932403,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19183,1
3.932609,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19183,9
3.945025,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22120,0
4.005615,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19184,1
4.006047,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19184,9
4.011687,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43842,11
4.011709,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22121,0
4.037415,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19185,1
4.037585,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19185,9
4.072994,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22122,0
4.136930,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43843,11
4.136949,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22123,0
4.139073,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19186,1
4.139231,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19186,9
4.192959,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22124,0
4.256969,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43844,11
4.256988,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22125,0
4.263272,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19187,1
4.263563,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19187,9
4.320970,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22126,0
4.373376,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19188,1
4.373581,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19188,9
4.384959,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43845,11
4.384976,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22127,0
4.448988,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22128,0
4.455328,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19189,1
4.455539,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19189,9
4.458326,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19190,1
4.458547,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19190,9
4.475252,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19191,1
4.475452,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19191,9
4.498679,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19192,1
4.498902,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19192,9
4.504967,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43846,11
4.504985,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22129,0
4.541740,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19193,1
4.541970,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19193,9
4.568969,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22130,0
4.614593,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19194,1
4.614801,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19194,9
4.632976,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43847,11
4.632995,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22131,0
4.697006,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22132,0
4.703163,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19195,1
4.703374,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19195,9
4.716614,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19196,1
4.716901,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19196,9
4.750210,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19197,1
4.750413,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19197,9
4.760965,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43848,11
4.760984,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22133,0
4.770654,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19198,1
4.770878,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19198,9
